Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)"
Puerto Rico,2020,35,8/29/20,599.00,576.00,,81.00,61.00,47.00,24.00,21.00,,12.00,19.00,118.00,29.00,27.00,21.00
Puerto Rico,2020,36,9/5/20,617.00,579.00,18.00,100.00,63.00,49.00,10.00,21.00,,19.00,12.00,114.00,27.00,43.00,31.00
Puerto Rico,2020,37,9/12/20,621.00,585.00,15.00,104.00,62.00,49.00,,28.00,,21.00,12.00,96.00,28.00,68.00,62.00
Puerto Rico,2020,38,9/19/20,612.00,576.00,,95.00,54.00,47.00,18.00,19.00,,18.00,27.00,99.00,26.00,45.00,39.00
Puerto Rico,2020,39,9/26/20,615.00,581.00,11.00,101.00,51.00,50.00,,12.00,14.00,20.00,15.00,119.00,19.00,45.00,44.00
Puerto Rico,2020,40,10/3/20,577.00,552.00,14.00,104.00,57.00,26.00,20.00,17.00,12.00,24.00,11.00,96.00,13.00,48.00,44.00
Puerto Rico,2020,41,10/10/20,597.00,575.00,,90.00,70.00,52.00,15.00,19.00,10.00,22.00,15.00,101.00,29.00,41.00,33.00
Puerto Rico,2020,42,10/17/20,566.00,540.00,13.00,113.00,42.00,54.00,,16.00,,15.00,,89.00,20.00,39.00,32.00
Puerto Rico,2020,43,10/24/20,525.00,502.00,15.00,93.00,42.00,39.00,13.00,16.00,,13.00,17.00,74.00,25.00,36.00,33.00
Puerto Rico,2020,44,10/31/20,525.00,506.00,13.00,85.00,51.00,55.00,13.00,25.00,,13.00,16.00,75.00,23.00,26.00,22.00
Puerto Rico,2020,45,11/7/20,524.00,501.00,10.00,86.00,56.00,32.00,13.00,18.00,,10.00,14.00,100.00,21.00,46.00,42.00
Puerto Rico,2020,46,11/14/20,468.00,459.00,,70.00,45.00,43.00,16.00,12.00,,15.00,,79.00,20.00,64.00,54.00
Puerto Rico,2020,47,11/21/20,328.00,310.00,,59.00,25.00,17.00,11.00,,,,0.00,46.00,,67.00,66.00
Puerto Rico,2020,48,11/28/20,217.00,216.00,,32.00,17.00,11.00,,,,,,26.00,,86.00,77.00
Puerto Rico,2020,49,12/5/20,134.00,131.00,,11.00,,,,,,,,13.00,,70.00,62.00
Puerto Rico,2020,50,12/12/20,107.00,106.00,0.00,11.00,,,,,,0.00,,,,74.00,67.00
Puerto Rico,2020,51,12/19/20,112.00,107.00,,10.00,,,,,,,0.00,,,64.00,58.00
Puerto Rico,2020,52,12/26/20,26.00,26.00,0.00,,,,,,0.00,,0.00,,0.00,,
Puerto Rico,2020,53,1/2/21,11.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,10.00,10.00
Rhode Island,2019,1,1/5/19,203.00,181.00,,41.00,,,,12.00,,,,49.00,,0.00,0.00
Rhode Island,2019,2,1/12/19,226.00,212.00,,49.00,10.00,11.00,,17.00,,0.00,,53.00,,0.00,0.00
Rhode Island,2019,3,1/19/19,240.00,217.00,,42.00,,17.00,,10.00,,,,56.00,,0.00,0.00
Rhode Island,2019,4,1/26/19,220.00,205.00,,43.00,,,,12.00,,,,56.00,11.00,0.00,0.00
Rhode Island,2019,5,2/2/19,228.00,209.00,,50.00,,,,13.00,,,,58.00,12.00,0.00,0.00
Rhode Island,2019,6,2/9/19,229.00,210.00,,41.00,,13.00,,13.00,,,0.00,65.00,,0.00,0.00
Rhode Island,2019,7,2/16/19,206.00,193.00,,41.00,,11.00,,12.00,,,,37.00,10.00,0.00,0.00
Rhode Island,2019,8,2/23/19,210.00,194.00,,35.00,,15.00,,,,,,50.00,11.00,0.00,0.00
Rhode Island,2019,9,3/2/19,202.00,181.00,0.00,38.00,,,,,0.00,,,57.00,11.00,0.00,0.00
Rhode Island,2019,10,3/9/19,238.00,216.00,0.00,39.00,,10.00,,12.00,,,,63.00,,0.00,0.00
Rhode Island,2019,11,3/16/19,225.00,208.00,,46.00,,,,,,,,57.00,10.00,0.00,0.00
Rhode Island,2019,12,3/23/19,208.00,188.00,,38.00,,,,,,,,48.00,12.00,0.00,0.00
Rhode Island,2019,13,3/30/19,193.00,179.00,,44.00,,,,11.00,,,,47.00,14.00,0.00,0.00
Rhode Island,2019,14,4/6/19,220.00,201.00,,39.00,,,,12.00,,,,54.00,11.00,0.00,0.00
Rhode Island,2019,15,4/13/19,203.00,188.00,,47.00,,16.00,,14.00,,0.00,,45.00,,0.00,0.00
Rhode Island,2019,16,4/20/19,200.00,186.00,,43.00,,,,10.00,,,,34.00,14.00,0.00,0.00
Rhode Island,2019,17,4/27/19,168.00,152.00,,45.00,,,,,,0.00,,53.00,,0.00,0.00
Rhode Island,2019,18,5/4/19,213.00,191.00,,49.00,,12.00,,12.00,,,0.00,46.00,,0.00,0.00
Rhode Island,2019,19,5/11/19,197.00,171.00,,44.00,,,,14.00,,,,44.00,,0.00,0.00
Rhode Island,2019,20,5/18/19,220.00,207.00,,42.00,,11.00,,,,,,55.00,13.00,0.00,0.00
Rhode Island,2019,21,5/25/19,190.00,170.00,,33.00,,,,12.00,,,0.00,37.00,10.00,0.00,0.00
Rhode Island,2019,22,6/1/19,163.00,144.00,0.00,45.00,,,,,0.00,,0.00,38.00,,0.00,0.00
Rhode Island,2019,23,6/8/19,201.00,183.00,,50.00,,10.00,,10.00,,,0.00,42.00,,0.00,0.00
Rhode Island,2019,24,6/15/19,175.00,158.00,,35.00,,,,,,,,36.00,,0.00,0.00
Rhode Island,2019,25,6/22/19,207.00,186.00,0.00,43.00,,,0.00,11.00,,,,55.00,,0.00,0.00
Rhode Island,2019,26,6/29/19,191.00,174.00,0.00,47.00,,,,12.00,,,,45.00,,0.00,0.00
Rhode Island,2019,27,7/6/19,204.00,181.00,,44.00,,14.00,,14.00,,,,50.00,,0.00,0.00
Rhode Island,2019,28,7/13/19,182.00,165.00,0.00,40.00,,,,,0.00,,,39.00,11.00,0.00,0.00
Rhode Island,2019,29,7/20/19,197.00,183.00,,51.00,,,,,0.00,,0.00,41.00,10.00,0.00,0.00
Rhode Island,2019,30,7/27/19,187.00,166.00,,44.00,,,,10.00,,,0.00,45.00,11.00,0.00,0.00
Rhode Island,2019,31,8/3/19,180.00,165.00,0.00,41.00,,,,,,,0.00,38.00,11.00,0.00,0.00
Rhode Island,2019,32,8/10/19,199.00,185.00,,44.00,,,,10.00,,,,49.00,11.00,0.00,0.00
Rhode Island,2019,33,8/17/19,188.00,167.00,0.00,39.00,,,,,0.00,,,46.00,,0.00,0.00
Rhode Island,2019,34,8/24/19,196.00,176.00,,52.00,,,,13.00,,,0.00,44.00,,0.00,0.00
Rhode Island,2019,35,8/31/19,203.00,185.00,,43.00,,11.00,,12.00,0.00,,,44.00,,0.00,0.00
Rhode Island,2019,36,9/7/19,180.00,159.00,,41.00,,,,,,,0.00,29.00,,0.00,0.00
Rhode Island,2019,37,9/14/19,205.00,190.00,,56.00,,10.00,,,,,0.00,45.00,,0.00,0.00
Rhode Island,2019,38,9/21/19,192.00,180.00,,46.00,,10.00,,,,,,46.00,,0.00,0.00
Rhode Island,2019,39,9/28/19,209.00,194.00,,44.00,,,,,,,,53.00,,0.00,0.00
Rhode Island,2019,40,10/5/19,203.00,186.00,,41.00,,13.00,,,,,0.00,53.00,,0.00,0.00
Rhode Island,2019,41,10/12/19,201.00,191.00,0.00,48.00,,14.00,,,,,,38.00,11.00,0.00,0.00
Rhode Island,2019,42,10/19/19,203.00,176.00,,40.00,,,,,,,,41.00,11.00,0.00,0.00
Rhode Island,2019,43,10/26/19,188.00,168.00,,44.00,,,,,,,0.00,45.00,,0.00,0.00
Rhode Island,2019,44,11/2/19,190.00,172.00,,39.00,,,,,,,,48.00,,0.00,0.00
Rhode Island,2019,45,11/9/19,190.00,170.00,,49.00,,,0.00,16.00,,,,29.00,,0.00,0.00
Rhode Island,2019,46,11/16/19,192.00,175.00,,44.00,,,,,0.00,,,36.00,11.00,0.00,0.00
Rhode Island,2019,47,11/23/19,233.00,215.00,0.00,57.00,,,,10.00,,,,44.00,10.00,0.00,0.00
Rhode Island,2019,48,11/30/19,211.00,193.00,,45.00,,16.00,,,,,,49.00,,0.00,0.00
Rhode Island,2019,49,12/7/19,220.00,201.00,0.00,35.00,,,,,,,,59.00,10.00,0.00,0.00
Rhode Island,2019,50,12/14/19,192.00,175.00,,35.00,,10.00,,,,,,47.00,10.00,0.00,0.00
Rhode Island,2019,51,12/21/19,219.00,197.00,,45.00,,14.00,,,,,,54.00,10.00,0.00,0.00
Rhode Island,2019,52,12/28/19,221.00,205.00,0.00,51.00,,,,,,,,50.00,,0.00,0.00
Rhode Island,2020,1,1/4/20,225.00,205.00,,34.00,,17.00,,11.00,0.00,,,60.00,,0.00,0.00
Rhode Island,2020,2,1/11/20,201.00,183.00,,40.00,,,,,0.00,,,47.00,,0.00,0.00
Rhode Island,2020,3,1/18/20,204.00,190.00,,36.00,10.00,,,16.00,,,0.00,43.00,10.00,0.00,0.00
Rhode Island,2020,4,1/25/20,199.00,175.00,,28.00,10.00,,,,,,0.00,47.00,14.00,0.00,0.00
Rhode Island,2020,5,2/1/20,220.00,205.00,,45.00,11.00,12.00,,,,,0.00,53.00,,0.00,0.00
Rhode Island,2020,6,2/8/20,244.00,221.00,,49.00,12.00,12.00,,12.00,,,,56.00,13.00,0.00,0.00
Rhode Island,2020,7,2/15/20,183.00,165.00,0.00,27.00,,13.00,,16.00,,,,37.00,,0.00,0.00
Rhode Island,2020,8,2/22/20,206.00,193.00,0.00,48.00,,,,11.00,0.00,,,36.00,11.00,0.00,0.00
Rhode Island,2020,9,2/29/20,235.00,218.00,,43.00,,,,,,,,67.00,13.00,0.00,0.00
Rhode Island,2020,10,3/7/20,253.00,228.00,,52.00,,15.00,,12.00,0.00,0.00,0.00,62.00,,0.00,0.00
Rhode Island,2020,11,3/14/20,196.00,180.00,,48.00,,,,17.00,,,,45.00,,0.00,0.00
Rhode Island,2020,12,3/21/20,220.00,206.00,,40.00,,14.00,,21.00,,,0.00,42.00,10.00,0.00,0.00
Rhode Island,2020,13,3/28/20,199.00,184.00,,34.00,,10.00,0.00,,,0.00,,49.00,12.00,,
Rhode Island,2020,14,4/4/20,236.00,221.00,,49.00,,,,14.00,,,0.00,50.00,,22.00,16.00
Rhode Island,2020,15,4/11/20,246.00,222.00,,35.00,,15.00,,,,,0.00,53.00,,51.00,41.00
Rhode Island,2020,16,4/18/20,273.00,259.00,,32.00,,19.00,,,,,,46.00,,94.00,78.00
Rhode Island,2020,17,4/25/20,297.00,281.00,0.00,35.00,,10.00,,11.00,,0.00,,52.00,,104.00,95.00
Rhode Island,2020,18,5/2/20,332.00,310.00,0.00,46.00,,14.00,,11.00,,,,44.00,,124.00,117.00
Rhode Island,2020,19,5/9/20,381.00,361.00,,57.00,,18.00,,,,,,47.00,,134.00,119.00
Rhode Island,2020,20,5/16/20,302.00,282.00,,45.00,,,,,,,0.00,55.00,,114.00,99.00
Rhode Island,2020,21,5/23/20,279.00,261.00,,35.00,,18.00,,,,,,35.00,,104.00,88.00
Rhode Island,2020,22,5/30/20,254.00,234.00,,42.00,,16.00,0.00,,,,,44.00,,71.00,61.00
Rhode Island,2020,23,6/6/20,241.00,227.00,,41.00,11.00,13.00,,,,,,52.00,,56.00,44.00
Rhode Island,2020,24,6/13/20,209.00,192.00,,31.00,11.00,,0.00,,,,0.00,52.00,,27.00,23.00
Rhode Island,2020,25,6/20/20,236.00,217.00,,54.00,,,,,,0.00,,45.00,13.00,33.00,28.00
Rhode Island,2020,26,6/27/20,200.00,178.00,0.00,41.00,,,,11.00,0.00,,,36.00,,23.00,19.00
Rhode Island,2020,27,7/4/20,177.00,164.00,,34.00,,,,,,,,37.00,,19.00,15.00
Rhode Island,2020,28,7/11/20,190.00,169.00,,40.00,,,,,,,,40.00,,12.00,
Rhode Island,2020,29,7/18/20,190.00,157.00,,28.00,,,0.00,,,,0.00,43.00,,,
Rhode Island,2020,30,7/25/20,173.00,153.00,,46.00,,,,10.00,,,0.00,31.00,0.00,,
Rhode Island,2020,31,8/1/20,200.00,179.00,,42.00,,,,,,,,47.00,12.00,,
